group_name,state,district_id,district_name,nces_id,exists_in_index,is_orphaned,has_nces,opp_count,opp_revenue,school_count,session_count,session_revenue,course_count,total_revenue,notes
RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,NY,17592297177360,Rush-Henrietta Central School District,,True,False,False,0,0,9,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PORTSMOUTH PUBLIC SCHOOLS,VA,17592295197345,Portsmouth Public Schools,,True,False,False,0,0,23,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PICKENS COUNTY SCHOOL DISTRICT,GA,17592295334006,Pickens County School District,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CARROLL COUNTY SCHOOLS,KY,17592296954668,Carroll County Schools,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
TIGERTON SCHOOL DISTRICT,WI,17592295293824,Tigerton School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NORTH PALOS SCHOOL DISTRICT 117,IL,17592296961861,North Palos School District 117,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ARKPORT SCHOOL DISTRICT,NY,17592297177535,Arkport School District,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ARKPORT SCHOOL DISTRICT,NY,17592246331492,Arkport School District,,True,False,False,0,0,1,778,0,15,0,Non-canonical pattern -- needs manual review to determine correct merge target
LANCASTER SCHOOL DISTRICT,NY,17592297177258,Lancaster School District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BURNHAM SCHOOL DISTRICT 154-5,IL,17592295316442,Burnham School District 154-5,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DANVERS PUBLIC SCHOOLS,MA,17592295374703,Danvers Public Schools,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SAN ANTONIO INDEPENDENT SCHOOL DISTRICT,TX,17592297178630,San Antonio Independent School District,,True,False,False,0,0,105,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HANOVER COMMUNITY SCHOOL CORPORATION,IN,17592295302484,Hanover Community School Corporation,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ALEXANDRIA COMMUNITY SCHOOL CORPORATION,IN,17592296963632,Alexandria Community School Corporation,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SOMERS CENTRAL SCHOOL DISTRICT,NY,17592297177645,Somers Central School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MARENGO-UNION ELEMENTARY CONSOLIDATED DISTRICT 165,IL,17592295191112,Marengo-Union Elementary Consolidated District 165,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
STEWART COUNTY SCHOOL DISTRICT,GA,17592296970880,Stewart County School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LOPATCONG TOWNSHIP SCHOOL DISTRICT,NJ,17592297178262,Lopatcong Township School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NEW HAVEN SCHOOL DISTRICT,CT,17592297013822,New Haven School District,,True,False,False,0,0,41,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ACADEMY DEL SOL INC.,AZ,17592295231334,Academy Del Sol Inc.,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ROCK HILLS UNIFIED SCHOOL DISTRICT 107,KS,17592296966029,Rock Hills Unified School District 107,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
UNION SPRINGS SCHOOL DISTRICT,NY,17592297177666,Union Springs School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
OTTAWA TOWNSHIP HIGH SCHOOL DISTRICT 140,IL,17592295191919,Ottawa Township High School District 140,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GRANVILLE CENTRAL SCHOOL DISTRICT,NY,17592297177580,Granville Central School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LEARN 9 CAMPUS IN WAUKEGAN (DISTRICT),IL,17592296989671,Learn 9 Campus In Waukegan (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LACKAWANNA CITY SCHOOL DISTRICT,NY,17592297177462,Lackawanna City School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MONTCLAIR SCHOOL DISTRICT,NJ,17592297177910,Montclair School District,,True,False,False,0,0,11,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
RIVERVIEW GARDENS SCHOOL DISTRICT,MO,17592295345841,Riverview Gardens School District,,True,False,False,0,0,13,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ROCK FALLS ELEMENTARY SCHOOL DISTRICT 13,IL,17592295336184,Rock Falls Elementary School District 13,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PEORIA PUBLIC SCHOOL DISTRICT 150,IL,17592295272094,Peoria Public School District 150,,True,False,False,0,0,31,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WESTFIELD SCHOOL DISTRICT,NJ,17592297178248,Westfield School District,,True,False,False,0,0,10,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
EVERETT PUBLIC SCHOOLS,MA,17592295260010,Everett Public Schools,,True,False,False,0,0,10,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ANNAWAN COMMUNITY UNIT SCHOOL DISTRICT 226,IL,17592296959522,Annawan Community Unit School District 226,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ANDERSON COUNTY SCHOOL DISTRICT 01,SC,17592296949584,Anderson County School District 01,,True,False,False,0,0,14,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DOVER PUBLIC SCHOOLS,NJ,17592297178087,Dover Public Schools,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LAUREL PUBLIC SCHOOLS,MT,17592295310470,Laurel Public Schools,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CAMBRIDGE PUBLIC SCHOOLS,MA,17592295307983,Cambridge Public Schools,,True,False,False,0,0,17,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WESTONKA PUBLIC SCHOOL DISTRICT 277,MN,17592295260469,Westonka Public School District 277,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ALABAMA YOUTH SERVICES (DISTRICT),AL,17592297005675,Alabama Youth Services (District),,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MILWAUKEE PUBLIC SCHOOL DISTRICT,WI,17592297178758,Milwaukee Public School District,,True,False,False,0,0,156,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MECKLENBURG COUNTY PUBLIC SCHOOLS,VA,17592295309395,Mecklenburg County Public Schools,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CASSVILLE R-IV SCHOOL DISTRICT,MO,17592297010915,Cassville R-IV School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ROCHELLE TOWNSHIP HIGH SCHOOL DISTRICT 212,IL,17592296962917,Rochelle Township High School District 212,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
EMPIRE PUBLIC SCHOOLS,OK,17592295340217,Empire Public Schools,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HANCOCK COUNTY SCHOOL DISTRICT,GA,17592296970363,Hancock County School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HOLCOMB R-III SCHOOL DISTRICT,MO,17592296952020,Holcomb R-III School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MARSHFIELD R-I SCHOOL DISTRICT,MO,17592295220280,Marshfield R-I School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PROPHETSTOWN-LYNDON-TAMPICO COMMUNITY UNIT SCHOOL DISTRICT 3,IL,17592296962575,Prophetstown-Lyndon-Tampico Community Unit School District 3,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SAUK CENTRE PUBLIC SCHOOL DISTRICT,MN,17592295323891,Sauk Centre Public School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PALATINE COMMUNITY CONSOLIDATED SCHOOL DISTRICT 15,IL,17592295324993,Palatine Community Consolidated School District 15,,True,False,False,0,0,20,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LAWNSIDE BOROUGH SCHOOL DISTRICT,NJ,17592297177843,Lawnside Borough School District,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
THE EAST NEW YORK ART AND CIVICS HIGH SCHOOL,NY,17592295297848,The East New York Art And Civics High School,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),NY,17592297177427,Valley Central School District (Montgomery),,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CROCKER R-II SCHOOL DISTRICT,MO,17592295251446,Crocker R-II School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
THOMAS COUNTY SCHOOL DISTRICT,GA,17592295279107,Thomas County School District,,True,False,False,0,0,8,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
METROPOLITAN SCHOOL DISTRICT WASHINGTON TOWNSHIP,IN,17592295205315,Metropolitan School District Washington Township,,True,False,False,0,0,14,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GREATER AMSTERDAM SCHOOL DISTRICT,NY,17592297177365,Greater Amsterdam School District,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CLINTON SCHOOL DISTRICT,NY,17592297177381,Clinton School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NORTH BOONE COMMUNITY UNIT SCHOOL DISTRICT 200,IL,17592296961820,North Boone Community Unit School District 200,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CORNWALL CENTRAL SCHOOL DISTRICT SCHOOLS,NY,17592297177417,Cornwall Central School District Schools,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SEABROOK SCHOOL DISTRICT,NH,17592295241069,Seabrook School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SCHOOL CITY OF EAST CHICAGO,IN,17592296964191,School City of East Chicago,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WEST FARGO 6 SCHOOL DISTRICT,ND,17592295189627,West Fargo 6 School District,,True,False,False,0,0,22,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PLAINFIELD COMMUNITY CONSOLIDATED SCHOOL DISTRICT 202,IL,17592296962394,Plainfield Community Consolidated School District 202,,True,False,False,0,0,17,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ANACORTES SCHOOL DISTRICT,WA,17592295284678,Anacortes School District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NEW TRIER TOWNSHIP HIGH SCHOOL DISTRICT 203,IL,17592295263504,New Trier Township High School District 203,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HALE COUNTY SCHOOLS,AL,17592296968702,Hale County Schools,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ORCHARD VIEW SCHOOLS,MI,17592295365011,Orchard View Schools,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MCCOMB SCHOOL DISTRICT,MS,17592296980696,McComb School District,,True,False,False,0,0,8,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GLENBARD TOWNSHIP HIGH SCHOOL DISTRICT 87,IL,17592295208326,Glenbard Township High School District 87,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DIGHTON-REHOBOTH REGIONAL SCHOOL DISTRICT,MA,17592296951565,Dighton-Rehoboth Regional School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PLAINFIELD SCHOOL DISTRICT,NJ,17592297178239,Plainfield School District,,True,False,False,0,0,13,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WAYNE SCHOOL DISTRICT,NY,17592297177657,Wayne School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GIBRALTAR SCHOOL DISTRICT,MI,17592295197070,Gibraltar School District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
UNIVERSITY OF CALIFORNIA-SANTA CRUZ GEAR UP,CA,17592295271683,University Of California-Santa Cruz Gear Up,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
EXPLORIS (DISTRICT),NC,17592295314466,Exploris (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
EAST ALTON SCHOOL DISTRICT 13,IL,17592297011687,East Alton School District 13,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HARRISON SCHOOL DISTRICT,NY,17592297177589,Harrison School District,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CATTARAUGUS-ALLEGANY BOCES,NY,17592297178776,Cattaraugus-Allegany BOCES,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
JANESVILLE SCHOOL DISTRICT,WI,17592295194080,Janesville School District,,True,False,False,0,0,23,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WHIN MUSIC COMMUNITY CHARTER SCHOOL (DISTRICT),NY,17592296974663,Whin Music Community Charter School (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NIXA PUBLIC SCHOOLS DISTRICT,MO,17592296953071,Nixa Public Schools District,,True,False,False,0,0,11,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
KIRBY SCHOOL DISTRICT 140,IL,17592295348663,Kirby School District 140,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
THE BARACK OBAMA GREEN CHARTER HIGH SCHOOL,NJ,17592295355384,The Barack Obama Green Charter High School,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PINE LAKE PREPARATORY (DISTRICT),NC,17592296985670,Pine Lake Preparatory (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CANNELTON CITY SCHOOLS,IN,17592295254232,Cannelton City Schools,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
RILEY COMMUNITY CONSOLIDATED SCHOOL DISTRICT 18,IL,17592296962814,Riley Community Consolidated School District 18,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BLOOMFIELD SCHOOL DISTRICT,IN,17592296963755,Bloomfield School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HORSEHEADS SCHOOL DISTRICT,NY,17592297177191,Horseheads School District,,True,False,False,0,0,8,0,0,1,0,Non-canonical pattern -- needs manual review to determine correct merge target
SEMINOLE COUNTY SCHOOLS,GA,17592295323116,Seminole County Schools,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BRIARCLIFF MANOR SCHOOL DISTRICT,NY,17592297177554,Briarcliff Manor School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),NY,17592297177184,Pine Valley Central School District (South Dayton),,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CLARKSTOWN SCHOOL DISTRICT,NY,17592297177481,Clarkstown School District,,True,False,False,0,0,16,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HINSDALE CENTRAL SCHOOL DISTRICT,NY,17592297177161,Hinsdale Central School District,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
EDUCATIONAL SERVICE UNIT 9,NE,17592297012496,Educational Service Unit 9,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LITTLE FLOWER UNION FREE SCHOOL DISTRICT,NY,17592297178616,Little Flower Union Free School District,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
TERREBONNE PARISH SCHOOL BOARD,LA,17592295194487,Terrebonne Parish School Board,,True,False,False,0,0,33,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DOUGHERTY COUNTY SCHOOL DISTRICT,GA,17592296970184,Dougherty County School District,,True,False,False,0,0,23,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BRIDGEPORT-SPAULDING COMMUNITY SCHOOL DISTRICT,MI,17592296973127,Bridgeport-Spaulding Community School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GREATER ALBANY PUBLIC SCHOOL DISTRICT 8J,OR,17592295195948,Greater Albany Public School District 8J,,True,False,False,0,0,20,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MERIWETHER COUNTY SCHOOL DISTRICT,GA,17592295371341,Meriwether County School District,,True,False,False,0,0,8,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
YOSEMITE UNIFIED SCHOOL DISTRICT,CA,17592297012332,Yosemite Unified School District,,True,False,False,0,0,10,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ROCKDALE COUNTY PUBLIC SCHOOLS,GA,17592295283256,Rockdale County Public Schools,,True,False,False,0,0,21,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
IRON COUNTY SCHOOL DISTRICT,UT,17592295329678,Iron County School District,,True,False,False,0,0,18,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BLUE HILLS REGIONAL TECHNICAL SCHOOL (DISTRICT),,17592296978136,Blue Hills Regional Technical School (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GASCONADE COUNTY R-II SCHOOL DISTRICT,MO,17592295320224,Gasconade County R-II School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MOORHEAD PUBLIC SCHOOL DISTRICT 152,MN,17592296961968,Moorhead Public School District 152,,True,False,False,0,0,15,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
TAHOMA SCHOOL DISTRICT,WA,17592296978074,Tahoma School District,,True,False,False,0,0,9,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CARDINAL COMMUNITY SCHOOL DISTRICT,IA,17592296963826,Cardinal Community School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BRISTOL-PLYMOUTH REGIONAL TECHNICAL SCHOOL,MA,17592296979729,Bristol-Plymouth Regional Technical School,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SOMERTON ELEMENTARY DISTRICT,AZ,17592296942968,Somerton Elementary District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HAMILTON SCHOOL DISTRICT,WI,17592295304623,Hamilton School District,,True,False,False,0,0,8,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GATES-CHILI CENTRAL SCHOOL DISTRICT,NY,17592297177354,Gates-Chili Central School District,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SAINT MARY PARISH SCHOOL BOARD,LA,17592295334486,Saint Mary Parish School Board,,True,False,False,0,0,22,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DEKALB COMMUNITY UNIT SCHOOL DISTRICT 428,IL,17592297011669,Dekalb Community Unit School District 428,,True,False,False,0,0,12,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
OTSELIC VALLEY CENTRAL SCHOOL DISTRICT,NY,17592297177194,Otselic Valley Central School District,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LIBERTY PUBLIC SCHOOL DISTRICT 53,MO,17592295268634,Liberty Public School District 53,,True,False,False,0,0,20,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HYDE PARK CENTRAL SCHOOL DISTRICT,NY,17592297177232,Hyde Park Central School District,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SCHOOL TOWN OF HIGHLAND,IN,17592296964677,School Town of Highland,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ALEXANDRIA SCHOOL DISTRICT,NY,17592297177316,Alexandria School District,,True,False,False,0,0,3,0,0,1,0,Non-canonical pattern -- needs manual review to determine correct merge target
LIBERTY ELEMENTARY DISTRICT,AZ,17592295274183,Liberty Elementary District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
VAN HORNESVILLE-OWEN D. YOUNG SCHOOL DISTRICT,NY,17592297177314,Van Hornesville-Owen D. Young School District,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CAIRO UNIFIED SCHOOL DISTRICT 1,IL,17592295233863,Cairo Unified School District 1,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LA CROSSE SCHOOL DISTRICT,WI,17592296981399,La Crosse School District,,True,False,False,0,0,20,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
KILDARE PUBLIC SCHOOL,OK,17592296979926,Kildare Public School,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GRAND ISLAND CENTRAL SCHOOL DISTRICT,NY,17592297177253,Grand Island Central School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SPRING LAKE PARK PUBLIC SCHOOLS,MN,17592295268022,Spring Lake Park Public Schools,,True,False,False,0,0,12,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,NY,17592297177158,Ellicottville Central School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ALBION CENTRAL SCHOOL DISTRICT,NY,17592296943578,Albion Central School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DANSVILLE CENTRAL SCHOOL DISTRICT,NY,17592297177334,Dansville Central School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SOUTH SHORE REGIONAL VOCATIONAL TECH,,17592295381641,South Shore Regional Vocational Tech,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
OAK PARK CITY SCHOOL DISTRICT,MI,17592296975068,Oak Park City School District,,True,False,False,0,0,8,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
VESTAL CENTRAL SCHOOL DISTRICT,NY,17592297177153,Vestal Central School District,,True,False,False,0,0,7,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LEXINGTON CITY SCHOOL DISTRICT,TN,17592295326396,Lexington City School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ROME CITY SCHOOL DISTRICT,GA,17592296970673,Rome City School District,,True,False,False,0,0,9,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MOUNTAIN BROOK CITY SCHOOLS,AL,17592295266294,Mountain Brook City Schools,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MIDDLEBOROUGH PUBLIC SCHOOLS,MA,17592295279830,Middleborough Public Schools,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CROTON-HARMON SCHOOL DISTRICT,NY,17592297177563,Croton-Harmon School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
OAKFIELD-ALABAMA SCHOOL DISTRICT,NY,17592297177292,Oakfield-Alabama School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NEW VISIONS PUBLIC SCHOOLS,NY,17592295231608,New Visions Public Schools,,True,False,False,0,0,3,1,0,44,0,Non-canonical pattern -- needs manual review to determine correct merge target
BERKSHIRE ARTS AND TECHNOLOGY CHARTER SCHOOL (DISTRICT),MA,17592295315785,Berkshire Arts And Technology Charter School (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BABYLON SCHOOL DISTRICT,NY,17592297178613,Babylon School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WEST IRONDEQUOIT SCHOOL DISTRICT,NY,17592297177363,West Irondequoit School District,,True,False,False,0,0,10,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WILSON SCHOOL DISTRICT,NY,17592297177378,Wilson School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
RYE NECK SCHOOL DISTRICT,NY,17592297177639,Rye Neck School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MALVERN SCHOOL DISTRICT,AR,17592295256976,Malvern School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
THORNTON FRACTIONAL TOWNSHIP HIGH SCHOOL DISTRICT 215,IL,17592296963781,Thornton Fractional Township High School District 215,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BREMEN COMMUNITY HIGH SCHOOL DISTRICT 228,IL,17592296959997,Bremen Community High School District 228,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LA FAYETTE SCHOOL DISTRICT,NY,17592297177397,La Fayette School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SOUTHERN LOCAL SCHOOL DISTRICT,OH,17592295231118,Southern Local School District,3904906,True,False,True,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SOUTHERN LOCAL SCHOOL DISTRICT,OH,17592296951449,Southern Local School District,3904644,True,False,True,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SOUTHERN LOCAL SCHOOL DISTRICT,OH,17592295198690,Southern Local School District,3904853,True,False,True,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
